Country,Year,Age,M,F,male,female
Afghanistan,2020,90-94,2053,3139,0.395416025,0.604583975
Afghanistan,2020,95-99,215,414,0.341812401,0.658187599
Afghanistan,2020,100+,11,28,0.282051282,0.717948718
AFRICA,2020,0-4,101498216,98412313,0.50771821,0.49228179
AFRICA,2020,15-19,69849576,68414727,0.50518879,0.49481121
AFRICA,2020,20-24,60449504,59581812,0.50361444,0.49638556
AFRICA,2020,25-29,52484404,52193331,0.501390329,0.498609671
AFRICA,2020,30-34,45647099,45887743,0.498685506,0.501314494
AFRICA,2020,35-39,38868396,39483159,0.496076893,0.503923107
AFRICA,2020,40-44,31838094,32523592,0.494674642,0.505325358
AFRICA,2020,45-49,25665010,26546822,0.491555439,0.508444561
AFRICA,2020,50-54,20520106,21681189,0.486243515,0.513756485
AFRICA,2020,55-59,16524032,17710687,0.482668837,0.517331163
AFRICA,2020,60-64,12713408,14088837,0.474341161,0.525658839
AFRICA,2020,65-69,9221246,10560420,0.466151132,0.533848868
AFRICA,2020,70-74,6029948,7342540,0.450921923,0.549078077
AFRICA,2020,75-79,3453104,4564413,0.43069494,0.56930506
AFRICA,2020,80-84,1643555,2396748,0.406790035,0.593209965
AFRICA,2020,85-89,572286,924096,0.382446461,0.617553539
AFRICA,2020,90-94,120723,216273,0.358232739,0.641767261
AFRICA,2020,95-99,15587,31199,0.333155217,0.666844783
AFRICA,2020,100+,1327,2723,0.327654321,0.672345679
Albania,2020,0-4,86564,79714,0.520598035,0.479401965
Albania,2020,15-19,106218,93379,0.532162307,0.467837693
Albania,2020,20-24,117374,110982,0.513995691,0.486004309
Albania,2020,25-29,129317,115006,0.52928705,0.47071295
Albania,2020,30-34,122633,101291,0.547654561,0.452345439
Albania,2020,35-39,90658,76191,0.543353571,0.456646429
Albania,2020,40-44,75896,76614,0.497646056,0.502353944
Albania,2020,45-49,80264,90245,0.47073175,0.52926825
Albania,2020,50-54,88504,95681,0.480516872,0.519483128
Albania,2020,55-59,98654,103252,0.488613513,0.511386487
Albania,2020,60-64,91164,95295,0.488922498,0.511077502
Albania,2020,65-69,69837,73946,0.485711106,0.514288894
Albania,2020,70-74,52442,55690,0.484981319,0.515018681
Albania,2020,75-79,41429,45107,0.478748729,0.521251271
Albania,2020,80-84,25727,28149,0.477522459,0.522477541
Albania,2020,85-89,10503,12885,0.449076449,0.550923551
Albania,2020,90-94,2584,4043,0.389920024,0.610079976
Albania,2020,95-99,242,534,0.31185567,0.68814433
Albania,2020,100+,15,36,0.294117647,0.705882353
Algeria,2020,0-4,2574062,2467456,0.510572808,0.489427192
Algeria,2020,15-19,1484482,1425863,0.510070799,0.489929201
Algeria,2020,20-24,1531025,1468812,0.510369397,0.489630603
Algeria,2020,25-29,1812011,1761867,0.507015349,0.492984651
Algeria,2020,30-34,1877520,1850199,0.503664573,0.496335427
Algeria,2020,35-39,1782775,1764741,0.502541779,0.497458221
Algeria,2020,40-44,1511220,1502809,0.501395308,0.498604692
Algeria,2020,45-49,1214095,1220495,0.49868561,0.50131439
Algeria,2020,50-54,1026740,1035144,0.497962058,0.502037942
Algeria,2020,55-59,867903,870269,0.4993194,0.5006806
Algeria,2020,60-64,703307,684035,0.506945656,0.493054344
Algeria,2020,65-69,583040,560160,0.510006998,0.489993002
Algeria,2020,70-74,359717,364221,0.496889236,0.503110764
Algeria,2020,75-79,241813,272083,0.470548516,0.529451484
Algeria,2020,80-84,157783,185844,0.45916939,0.54083061
Algeria,2020,85-89,80994,90055,0.473513438,0.526486562
Algeria,2020,90-94,24471,26899,0.47636753,0.52363247
Algeria,2020,95-99,4409,4387,0.501250568,0.498749432
Algeria,2020,100+,511,452,0.530633437,0.469366563
Angola,2020,0-4,2923514,2871490,0.504488694,0.495511306
Angola,2020,15-19,1751828,1780690,0.495914812,0.504085188
Angola,2020,20-24,1424241,1458325,0.494087906,0.505912094
Angola,2020,25-29,1192393,1231078,0.492018679,0.507981321
Angola,2020,30-34,999332,1041425,0.489686915,0.510313085
Angola,2020,35-39,808851,850121,0.487561574,0.512438426
Angola,2020,40-44,645763,684932,0.485282503,0.514717497
Angola,2020,45-49,520750,561290,0.481266866,0.518733134
Angola,2020,50-54,376364,410848,0.478097387,0.521902613
Angola,2020,55-59,332588,344802,0.490984514,0.509015486
Angola,2020,60-64,229285,252683,0.475726604,0.524273396
Angola,2020,65-69,145237,158692,0.477864896,0.522135104
Angola,2020,70-74,95124,117389,0.447614969,0.552385031
Angola,2020,75-79,49865,69351,0.418274393,0.581725607
Angola,2020,80-84,22040,37897,0.367719439,0.632280561
Angola,2020,85-89,7226,12652,0.363517456,0.636482544
Angola,2020,90-94,1458,2801,0.342333881,0.657666119
Angola,2020,95-99,161,319,0.335416667,0.664583333
Angola,2020,100+,11,27,0.289473684,0.710526316
Afghanistan,2022,0-4,2949516,2809308,0.512173319,0.487826681
Afghanistan,2022,15-19,2479531,2354703,0.512910836,0.487089164
Afghanistan,2022,20-24,2143860,2030363,0.513594985,0.486405015
Afghanistan,2022,25-29,1748484,1646360,0.515041045,0.484958955
Afghanistan,2022,30-34,1397506,1280821,0.521783188,0.478216812
Afghanistan,2022,35-39,1142341,1050537,0.520932309,0.479067691
Afghanistan,2022,40-44,935238,860311,0.520864649,0.479135351
Afghanistan,2022,45-49,737271,678658,0.520697719,0.479302281
Afghanistan,2022,50-54,569185,539712,0.513289332,0.486710668
Afghanistan,2022,55-59,440421,425991,0.508327447,0.491672553
Afghanistan,2022,60-64,328252,328617,0.499722167,0.500277833
Afghanistan,2022,65-69,230616,242720,0.487214157,0.512785843
Afghanistan,2022,70-74,150275,178018,0.457746586,0.542253414
Afghanistan,2022,75-79,84339,105574,0.444092821,0.555907179
Afghanistan,2022,80-84,37490,46435,0.446708371,0.553291629
Afghanistan,2022,85-89,12267,17068,0.418169422,0.581830578
Afghanistan,2022,90-94,2724,4112,0.398478642,0.601521358
Afghanistan,2022,95-99,372,631,0.370887338,0.629112662
Afghanistan,2022,100+,12,31,0.279069767,0.720930233
AFRICA,2022,0-4,104038427,100889681,0.507682563,0.492317437
AFRICA,2022,15-19,73634528,72057025,0.505413845,0.494586155
AFRICA,2022,20-24,63536562,62535320,0.503970917,0.496029083
AFRICA,2022,25-29,55035613,54585233,0.502054263,0.497945737
AFRICA,2022,30-34,47863063,47969173,0.499446376,0.500553624
AFRICA,2022,35-39,41149770,41731891,0.49648824,0.50351176
AFRICA,2022,40-44,34129442,34897848,0.494434042,0.505565958
AFRICA,2022,45-49,27514036,28427181,0.491838352,0.508161648
AFRICA,2022,50-54,21902519,23113885,0.486545282,0.513454718
AFRICA,2022,55-59,17471557,18790990,0.481807221,0.518192779
AFRICA,2022,60-64,13553379,14988054,0.474866802,0.525133198
AFRICA,2022,65-69,9855103,11302036,0.465805088,0.534194912
AFRICA,2022,70-74,6497509,7844134,0.453051927,0.546948073
AFRICA,2022,75-79,3722798,4867570,0.433368861,0.566631139
AFRICA,2022,80-84,1792055,2574301,0.410423474,0.589576526
AFRICA,2022,85-89,667825,1057115,0.387158394,0.612841606
AFRICA,2022,90-94,164853,286724,0.365060665,0.634939335
AFRICA,2022,95-99,24641,46663,0.345576686,0.654423314
AFRICA,2022,100+,1535,3149,0.327711358,0.672288642
Albania,2022,0-4,83195,76245,0.521795033,0.478204967
Albania,2022,15-19,96443,82946,0.537619364,0.462380636
Albania,2022,20-24,110690,102486,0.519242316,0.480757684
Albania,2022,25-29,123152,113090,0.521295959,0.478704041
Albania,2022,30-34,126794,107222,0.541817653,0.458182347
Albania,2022,35-39,102098,83529,0.55001697,0.44998303
Albania,2022,40-44,77943,72790,0.517093138,0.482906862
Albania,2022,45-49,76301,84300,0.475096668,0.524903332
Albania,2022,50-54,83667,93067,0.473406362,0.526593638
Albania,2022,55-59,94354,100400,0.484477854,0.515522146
Albania,2022,60-64,94380,99413,0.487014495,0.512985505
Albania,2022,65-69,76208,81270,0.483927914,0.516072086
Albania,2022,70-74,55347,59499,0.481923619,0.518076381
Albania,2022,75-79,41573,45430,0.477834098,0.522165902
Albania,2022,80-84,27311,30240,0.474553005,0.525446995
Albania,2022,85-89,12309,14323,0.462188345,0.537811655
Albania,2022,90-94,3408,4798,0.415305874,0.584694126
Albania,2022,95-99,495,883,0.359216255,0.640783745
Albania,2022,100+,16,40,0.285714286,0.714285714
Algeria,2022,0-4,2527406,2423243,0.510520136,0.489479864
Algeria,2022,15-19,1628151,1565176,0.509860406,0.490139594
Algeria,2022,20-24,1455107,1395604,0.510436519,0.489563481
Algeria,2022,25-29,1700861,1645121,0.508329393,0.491670607
Algeria,2022,30-34,1870906,1836327,0.504663721,0.495336279
Algeria,2022,35-39,1836511,1816559,0.502730854,0.497269146
Algeria,2022,40-44,1625435,1613232,0.501883954,0.498116046
Algeria,2022,45-49,1316025,1318312,0.499565925,0.500434075
Algeria,2022,50-54,1082694,1093483,0.497521112,0.502478888
Algeria,2022,55-59,918686,928487,0.497347027,0.502652973
Algeria,2022,60-64,748041,741417,0.502223628,0.497776372
Algeria,2022,65-69,617346,597630,0.508113741,0.491886259
Algeria,2022,70-74,423553,419914,0.502157168,0.497842832
Algeria,2022,75-79,254823,278371,0.477917981,0.522082019
Algeria,2022,80-84,163874,193065,0.45910926,0.54089074
Algeria,2022,85-89,88562,101664,0.465562016,0.534437984
Algeria,2022,90-94,31536,34094,0.480511961,0.519488039
Algeria,2022,95-99,6341,6579,0.490789474,0.509210526
Algeria,2022,100+,602,510,0.541366906,0.458633094
Angola,2022,0-4,3054029,3003943,0.504133892,0.495866108
Angola,2022,15-19,1902969,1932405,0.496162565,0.503837435
Angola,2022,20-24,1531967,1568018,0.494185294,0.505814706
Angola,2022,25-29,1267270,1307280,0.49222971,0.50777029
Angola,2022,30-34,1065819,1109578,0.489942296,0.510057704
Angola,2022,35-39,873593,918331,0.48751677,0.51248323
Angola,2022,40-44,695424,738269,0.485057819,0.514942181
Angola,2022,45-49,559874,604002,0.481042654,0.518957346
Angola,2022,50-54,413645,456991,0.475106704,0.524893296
Angola,2022,55-59,334262,358530,0.482485364,0.517514636
Angola,2022,60-64,256737,280826,0.477594254,0.522405746
Angola,2022,65-69,158816,179649,0.469224292,0.530775708
Angola,2022,70-74,98652,118337,0.454640558,0.545359442
Angola,2022,75-79,54972,75018,0.422894069,0.577105931
Angola,2022,80-84,23955,38817,0.381619193,0.618380807
Angola,2022,85-89,8426,15608,0.350586669,0.649413331
Angola,2022,90-94,1974,3592,0.354653252,0.645346748
Angola,2022,95-99,269,543,0.331280788,0.668719212
Angola,2022,100+,12,28,0.3,0.7
