Entity,Year,Female labor force participation rate,Fertility rate,Population,Child mortality rate,Females' length of education,Contraceptive prevalence,Level of Fertility
Netherlands,2030,49.05854838709678,1.8935387096774194,14896769,0.9622562841935484,12.19,66.44,Low
Netherlands,2035,49.05854838709678,1.8935387096774194,14896769,0.9622562841935484,12.28,66.44,Low
Netherlands,2040,49.05854838709678,1.8935387096774194,14896769,0.9622562841935484,12.38,66.44,Low
New Zealand,2030,55.027580645161294,2.366074193548387,3583664,1.245767276612903,10.5,66.55,High
New Zealand,2035,55.027580645161294,2.366074193548387,3583664,1.245767276612903,10.17,66.55,High
New Zealand,2040,55.027580645161294,2.366074193548387,3583664,1.245767276612903,9.93,66.55,High
Nicaragua,2030,45.59967741935483,4.610630645,4243590.983870967,8.94269,9.16,56.43333333333334,High
Nicaragua,2035,45.59967741935483,4.610630645,4243590.983870967,8.94269,9.69,56.43333333333334,High
Nicaragua,2040,45.59967741935483,4.610630645,4243590.983870967,8.94269,10.24,56.43333333333334,High
Niger,2030,46.299032258064514,7.570564516129032,10427018.838709677,25.41149379032258,4.26,10.190000000000001,High
Niger,2035,46.299032258064514,7.570564516129032,10427018.838709677,25.41149379032258,5.2,10.190000000000001,High
Niger,2040,46.299032258064514,7.570564516129032,10427018.838709677,25.41149379032258,6.18,10.190000000000001,High
Norway,2030,58.690000000000005,2.0103774193548385,4362861.016129033,0.9099666127419355,12.19,69.2,Low
Norway,2035,58.690000000000005,2.0103774193548385,4362861.016129033,0.9099666127419355,12.17,69.2,Low
Norway,2040,58.690000000000005,2.0103774193548385,4362861.016129033,0.9099666127419355,12.19,69.2,Low
Pakistan,2030,28.167096774193546,5.729461290322581,124917223.03225806,13.987217646774193,7.07,17.192307692307693,High
Pakistan,2035,28.167096774193546,5.729461290322581,124917223.03225806,13.987217646774193,7.62,17.192307692307693,High
Pakistan,2040,28.167096774193546,5.729461290322581,124917223.03225806,13.987217646774193,8.16,17.192307692307693,High
Panama,2030,44.88338709677419,3.589653225806452,2571158.0967741935,4.447472420967743,11.39,53.48333333333333,High
Panama,2035,44.88338709677419,3.589653225806452,2571158.0967741935,4.447472420967743,11.77,53.48333333333333,High
Panama,2040,44.88338709677419,3.589653225806452,2571158.0967741935,4.447472420967743,12.14,53.48333333333333,High
Papua New Guinea,2030,50.03645161290322,5.010738709677419,4821577.903225807,9.547630211290322,5.12,26.225,High
Papua New Guinea,2035,50.03645161290322,5.010738709677419,4821577.903225807,9.547630211290322,5.52,26.225,High
Papua New Guinea,2040,50.03645161290322,5.010738709677419,4821577.903225807,9.547630211290322,5.94,26.225,High
Paraguay,2030,50.59774193548387,4.344391935483872,4155147.080645161,4.989012422580646,9.86,44.388888888888886,High
Paraguay,2035,50.59774193548387,4.344391935483872,4155147.080645161,4.989012422580646,10.31,44.388888888888886,High
Paraguay,2040,50.59774193548387,4.344391935483872,4155147.080645161,4.989012422580646,10.76,44.388888888888886,High
Peru,2030,52.87112903225807,4.181890322580645,21940065,9.227475390322581,10.46,43.85909090909091,High
Peru,2035,52.87112903225807,4.181890322580645,21940065,9.227475390322581,10.79,43.85909090909091,High
Peru,2040,52.87112903225807,4.181890322580645,21940065,9.227475390322581,11.14,43.85909090909091,High
Philippines,2030,46.23370967741935,4.573548387096774,65763159.96774194,5.840282583870968,10.06,32.099999999999994,High
Philippines,2035,46.23370967741935,4.573548387096774,65763159.96774194,5.840282583870968,10.21,32.099999999999994,High
Philippines,2040,46.23370967741935,4.573548387096774,65763159.96774194,5.840282583870968,10.35,32.099999999999994,High
Poland,2030,50.329032258064515,1.9003870967741936,36258765.87096774,2.2066064501612903,12.28,31.9,Low
Poland,2035,50.329032258064515,1.9003870967741936,36258765.87096774,2.2066064501612903,12.3,31.9,Low
Poland,2040,50.329032258064515,1.9003870967741936,36258765.87096774,2.2066064501612903,12.34,31.9,Low
Portugal,2030,49.671290322580646,1.9774322580645163,9839416.564516129,2.900406606290322,10.77,37.7,Low
Portugal,2035,49.671290322580646,1.9774322580645163,9839416.564516129,2.900406606290322,11.09,37.7,Low
Portugal,2040,49.671290322580646,1.9774322580645163,9839416.564516129,2.900406606290322,11.47,37.7,Low
Qatar,2030,49.33548387096774,4.234817741935483,796035.2741935484,3.434453568064516,9.96,31.833333333333332,High
Qatar,2035,49.33548387096774,4.234817741935483,796035.2741935484,3.434453568064516,9.88,31.833333333333332,High
Qatar,2040,49.33548387096774,4.234817741935483,796035.2741935484,3.434453568064516,9.86,31.833333333333332,High
Romania,2030,49.63193548387097,1.9496564516129031,20982152.580645163,3.427779192580645,11.52,33.025,Low
Romania,2035,49.63193548387097,1.9496564516129031,20982152.580645163,3.427779192580645,11.66,33.025,Low
Romania,2040,49.63193548387097,1.9496564516129031,20982152.580645163,3.427779192580645,11.82,33.025,Low
Russia,2030,54.46080645,1.7891145161290323,139977212.6451613,2.863308397903226,11.6,50.1,Low
Russia,2035,54.46080645,1.7891145161290323,139977212.6451613,2.863308397903226,11.63,50.1,Low
Russia,2040,54.46080645,1.7891145161290323,139977212.6451613,2.863308397903226,11.66,50.1,Low
Rwanda,2030,53.1366129,6.596054838709677,7171678.774193549,16.23390853548387,6.65,28.077777777777776,High
Rwanda,2035,53.1366129,6.596054838709677,7171678.774193549,16.23390853548387,7.3,28.077777777777776,High
Rwanda,2040,53.1366129,6.596054838709677,7171678.774193549,16.23390853548387,7.97,28.077777777777776,High
Saudi Arabia,2030,40.83435483870968,5.381703225806452,17448737.274193548,7.994386347419355,10.57,24.599999999999998,High
Saudi Arabia,2035,40.83435483870968,5.381703225806452,17448737.274193548,7.994386347419355,11.14,24.599999999999998,High
Saudi Arabia,2040,40.83435483870968,5.381703225806452,17448737.274193548,7.994386347419355,11.59,24.599999999999998,High
Senegal,2030,47.29177419354839,6.168477419354839,8403918.612903226,16.55618693064516,5.35,14.6,High
Senegal,2035,47.29177419354839,6.168477419354839,8403918.612903226,16.55618693064516,6.09,14.6,High
Senegal,2040,47.29177419354839,6.168477419354839,8403918.612903226,16.55618693064516,6.82,14.6,High
Serbia,2030,47.36096774193548,1.676816129032258,7582514.419354838,3.5237766129032257,12.19,22.78,Low
Serbia,2035,47.36096774193548,1.676816129032258,7582514.419354838,3.5237766129032257,12.34,22.78,Low
Serbia,2040,47.36096774193548,1.676816129032258,7582514.419354838,3.5237766129032257,12.51,22.78,Low
Sierra Leone,2030,49.49209677419354,6.023940322580645,4524636.580645162,24.673404427419353,5.88,12.014285714285714,High
Sierra Leone,2035,49.49209677419354,6.023940322580645,4524636.580645162,24.673404427419353,6.56,12.014285714285714,High
Sierra Leone,2040,49.49209677419354,6.023940322580645,4524636.580645162,24.673404427419353,7.21,12.014285714285714,High
Singapore,2030,48.73467741935484,2.068072580645161,3446646.129032258,1.281788391935484,14.03,55.76666666666667,Low
Singapore,2035,48.73467741935484,2.068072580645161,3446646.129032258,1.281788391935484,14.33,55.76666666666667,Low
Singapore,2040,48.73467741935484,2.068072580645161,3446646.129032258,1.281788391935484,14.53,55.76666666666667,Low
Slovenia,2030,50.541935483870965,1.7390064516129031,1922868.5483870967,2.030993222419355,12.28,63.2,Low
Slovenia,2035,50.541935483870965,1.7390064516129031,1922868.5483870967,2.030993222419355,12.25,63.2,Low
Slovenia,2040,50.541935483870965,1.7390064516129031,1922868.5483870967,2.030993222419355,12.23,63.2,Low
South Africa,2030,45.23612903225806,3.9007919354838707,38262218.70967742,8.215414864516129,11.25,54.35,High
South Africa,2035,45.23612903225806,3.9007919354838707,38262218.70967742,8.215414864516129,11.45,54.35,High
South Africa,2040,45.23612903225806,3.9007919354838707,38262218.70967742,8.215414864516129,11.64,54.35,High
South Korea,2030,47.52596774193549,2.386643548387097,41806980.70967742,2.9831501795161293,14.47,33.72857142857143,High
South Korea,2035,47.52596774193549,2.386643548387097,41806980.70967742,2.9831501795161293,14.73,33.72857142857143,High
South Korea,2040,47.52596774193549,2.386643548387097,41806980.70967742,2.9831501795161293,14.93,33.72857142857143,High
Spain,2030,41.751935483870966,1.8420274193548385,39517420,1.5233770898387098,12.13,54.92857142857143,Low
Spain,2035,41.751935483870966,1.8420274193548385,39517420,1.5233770898387098,12.24,54.92857142857143,Low
Spain,2040,41.751935483870966,1.8420274193548385,39517420,1.5233770898387098,12.36,54.92857142857143,Low
Sri Lanka,2030,40.65758064516129,3.076456451612903,16719429.096774194,3.6388559816129034,11.19,39.85,High
Sri Lanka,2035,40.65758064516129,3.076456451612903,16719429.096774194,3.6388559816129034,11.6,39.85,High
Sri Lanka,2040,40.65758064516129,3.076456451612903,16719429.096774194,3.6388559816129034,12.05,39.85,High
Sudan,2030,46.00758064516129,5.962374193548387,22839404.580645163,13.229144240322581,5.91,7.314285714285715,High
Sudan,2035,46.00758064516129,5.962374193548387,22839404.580645163,13.229144240322581,6.81,7.314285714285715,High
Sudan,2040,46.00758064516129,5.962374193548387,22839404.580645163,13.229144240322581,7.64,7.314285714285715,High
Switzerland,2030,52.274677419354845,1.696991935483871,6915716.564516129,1.0261414496774193,12.97,69.725,Low
Switzerland,2035,52.274677419354845,1.696991935483871,6915716.564516129,1.0261414496774193,13.01,69.725,Low
Switzerland,2040,52.274677419354845,1.696991935483871,6915716.564516129,1.0261414496774193,13.08,69.725,Low
Syria,2030,36.72483870967742,5.420403225806451,13039691.387096774,5.796365806451613,8.62,33.92,High
Syria,2035,36.72483870967742,5.420403225806451,13039691.387096774,5.796365806451613,9.06,33.92,High
Syria,2040,36.72483870967742,5.420403225806451,13039691.387096774,5.796365806451613,9.53,33.92,High
Tajikistan,2030,47.93,5.095072580645161,5429899.725806451,10.586750616129033,10.76,29.78,High
Tajikistan,2035,47.93,5.095072580645161,5429899.725806451,10.586750616129033,10.9,29.78,High
Tajikistan,2040,47.93,5.095072580645161,5429899.725806451,10.586750616129033,11.09,29.78,High
Tanzania,2030,53.435483870967744,6.1115774193548384,29569594.30645161,14.941077483870968,7.69,19.0875,High
Tanzania,2035,53.435483870967744,6.1115774193548384,29569594.30645161,14.941077483870968,8.14,19.0875,High
Tanzania,2040,53.435483870967744,6.1115774193548384,29569594.30645161,14.941077483870968,8.59,19.0875,High
Thailand,2030,58.90354838709678,2.993045161290323,53184723.58064516,5.079237263225806,10.71,64.26428571428572,High
Thailand,2035,58.90354838709678,2.993045161290323,53184723.58064516,5.079237263225806,11.42,64.26428571428572,High
Thailand,2040,58.90354838709678,2.993045161290323,53184723.58064516,5.079237263225806,11.93,64.26428571428572,High
Togo,2030,49.810806451612905,5.953374193548387,4303077.838709678,15.3336036,8.27,12.299999999999999,High
Togo,2035,49.810806451612905,5.953374193548387,4303077.838709678,15.3336036,9.1,12.299999999999999,High
Togo,2040,49.810806451612905,5.953374193548387,4303077.838709678,15.3336036,9.82,12.299999999999999,High
Tonga,2030,46.00677419354839,4.870491935483871,96584.20967741935,3.036963056451613,11.87,26.799999999999997,High
Tonga,2035,46.00677419354839,4.870491935483871,96584.20967741935,3.036963056451613,12.02,26.799999999999997,High
Tonga,2040,46.00677419354839,4.870491935483871,96584.20967741935,3.036963056451613,12.16,26.799999999999997,High
Trinidad and Tobago,2030,44.92580645161291,2.6999677419354837,1224016.822580645,3.5160671032258066,12.06,39.88,High
Trinidad and Tobago,2035,44.92580645161291,2.6999677419354837,1224016.822580645,3.5160671032258066,12.33,39.88,High
Trinidad and Tobago,2040,44.92580645161291,2.6999677419354837,1224016.822580645,3.5160671032258066,12.62,39.88,High
Tunisia,2030,39.957580645161286,4.005908064516129,8230074.645161291,8.639737456451613,10.57,45.08888888888889,High
Tunisia,2035,39.957580645161286,4.005908064516129,8230074.645161291,8.639737456451613,11.37,45.08888888888889,High
Tunisia,2040,39.957580645161286,4.005908064516129,8230074.645161291,8.639737456451613,12.18,45.08888888888889,High
Turkey,2030,38.59596774193548,3.6534419354838708,55082642.90322581,9.452826924,9.01,31.914285714285715,High
Turkey,2035,38.59596774193548,3.6534419354838708,55082642.90322581,9.452826924,9.45,31.914285714285715,High
Turkey,2040,38.59596774193548,3.6534419354838708,55082642.90322581,9.452826924,9.93,31.914285714285715,High
Uganda,2030,50.91241935483871,6.6434999999999995,20899152.387096774,15.624010177419354,7.56,25.523076923076925,High
Uganda,2035,50.91241935483871,6.6434999999999995,20899152.387096774,15.624010177419354,8.11,25.523076923076925,High
Uganda,2040,50.91241935483871,6.6434999999999995,20899152.387096774,15.624010177419354,8.68,25.523076923076925,High
Ukraine,2030,51.64209677419355,1.6994741935483872,47800446.06451613,2.392267417580645,10.73,47.775,Low
Ukraine,2035,51.64209677419355,1.6994741935483872,47800446.06451613,2.392267417580645,10.71,47.775,Low
Ukraine,2040,51.64209677419355,1.6994741935483872,47800446.06451613,2.392267417580645,10.71,47.775,Low
United Arab Emirates,2030,47.592903225806445,4.163156451612903,3240013.2419354836,4.483010265,11.21,23.6,High
United Arab Emirates,2035,47.592903225806445,4.163156451612903,3240013.2419354836,4.483010265,11.58,23.6,High
United Arab Emirates,2040,47.592903225806445,4.163156451612903,3240013.2419354836,4.483010265,11.92,23.6,High
United Kingdom,2030,50.76467741935484,1.967341935483871,58606301.41935484,1.1770411370967742,13.23,76.62307692307692,Low
United Kingdom,2035,50.76467741935484,1.967341935483871,58606301.41935484,1.1770411370967742,13.37,76.62307692307692,Low
United Kingdom,2040,50.76467741935484,1.967341935483871,58606301.41935484,1.1770411370967742,13.51,76.62307692307692,Low
United States,2030,52.74580645,2.092256451612903,255129371.61290324,1.3920211341935484,13.49,62.71111111111111,Low
United States,2035,52.74580645,2.092256451612903,255129371.61290324,1.3920211341935484,13.51,62.71111111111111,Low
United States,2040,52.74580645,2.092256451612903,255129371.61290324,1.3920211341935484,13.52,62.71111111111111,Low
Uruguay,2030,49.126935483870966,2.3936306451612905,3087454.306451613,2.870399694677419,9.29,73.6,High
Uruguay,2035,49.126935483870966,2.3936306451612905,3087454.306451613,2.870399694677419,9.4,73.6,High
Uruguay,2040,49.126935483870966,2.3936306451612905,3087454.306451613,2.870399694677419,9.54,73.6,High
Venezuela,2030,43.307096774193546,3.7379387096774193,19924194.677419353,4.073632720967742,10.21,51.4,High
Venezuela,2035,43.307096774193546,3.7379387096774193,19924194.677419353,4.073632720967742,10.44,51.4,High
Venezuela,2040,43.307096774193546,3.7379387096774193,19924194.677419353,4.073632720967742,10.66,51.4,High
Vietnam,2030,57.30596774193548,3.730975806451613,66031647.38709678,5.618363380645161,9.09,60.95652173913044,High
Vietnam,2035,57.30596774193548,3.730975806451613,66031647.38709678,5.618363380645161,9.52,60.95652173913044,High
Vietnam,2040,57.30596774193548,3.730975806451613,66031647.38709678,5.618363380645161,9.96,60.95652173913044,High
World,2030,48.889945322580644,3.4355354838709675,5376696311.741936,9.867157379032259,9.524846,52.996218,High
World,2035,48.889945322580644,3.4355354838709675,5376696311.741936,9.867157379032259,9.981991,52.996218,High
World,2040,48.889945322580644,3.4355354838709675,5376696311.741936,9.867157379032259,10.432633,52.996218,High
Yemen,2030,42.217903225806445,7.034474193548387,15545130.35483871,17.701297577419357,6.93,13.283333333333333,High
Yemen,2035,42.217903225806445,7.034474193548387,15545130.35483871,17.701297577419357,7.95,13.283333333333333,High
Yemen,2040,42.217903225806445,7.034474193548387,15545130.35483871,17.701297577419357,8.89,13.283333333333333,High
Zambia,2030,48.27112903225807,6.32735,8878667.032258065,14.388577283870967,9.09,26.857142857142858,High
Zambia,2035,48.27112903225807,6.32735,8878667.032258065,14.388577283870967,9.4,26.857142857142858,High
Zambia,2040,48.27112903225807,6.32735,8878667.032258065,14.388577283870967,9.73,26.857142857142858,High
Zimbabwe,2030,51.45048387096774,5.293172580645161,9560028.209677419,9.614296095,8.92,50.33,High
Zimbabwe,2035,51.45048387096774,5.293172580645161,9560028.209677419,9.614296095,9.18,50.33,High
Zimbabwe,2040,51.45048387096774,5.293172580645161,9560028.209677419,9.614296095,9.43,50.33,High
